3  -49.63846983
4  -49.71712674
5  -49.70927264
6  -49.70808829
7  -49.71593999
8  -49.71408447
9  -49.71283514
10  -49.71490747
11  -49.71437950
12  -49.71387912
13  -49.71459398
14  -49.71442633
15  -49.71421970
